cve_id,repo_url,commit_id,cls
1499,https://github.com/apache/poi,3842f1ff22af5ebf214e2eb5447e96faa134361f,neg
1500,https://github.com/apache/poi,b7d7f53ea61b3736caad9f381cc21fbf136d8d38,neg
1501,https://github.com/apache/poi,5b0329873afb2a01d4904ea03063b6dba50f1083,neg
1502,https://github.com/apache/zeppelin,6fc3057d529691e697361ef9a67e21cac75e21ed,neg
1503,https://github.com/apache/karaf,e65ad8476c3f0d86488afdac5442fb6cfe409652,neg
1504,https://github.com/apache/karaf,2999af5877cdf34334e7f4b658c052d7647df1d8,neg
1505,https://github.com/apache/karaf,4e95614c6e50ba776265658af54d550cc75f46ce,neg
1506,https://github.com/apache/portals-pluto,d5a4208ccc335773d578d6795a9c37d0b39d8b5c,neg
1507,https://github.com/undertow-io/undertow,8d42afb8ff7e5f8522dfd2e8e20b028c2c7ad408,neg
1508,https://github.com/undertow-io/undertow,7774837dcdb853a48c9986234c60151cbd5ffd88,neg
1509,https://github.com/undertow-io/undertow,86b0ff8c9cd5b3e060ce87b84d7bb8b19068bf63,neg
1510,https://github.com/undertow-io/undertow,5756fc910729bee44ec49add3b27b2a19cb7ad07,neg
1511,https://github.com/undertow-io/undertow,42f174849bff4f9a25a9ced1bab884048f955c3c,neg
1512,https://github.com/jenkinsci/gerrit-trigger-plugin,96e43f2e6adf8b2ce0e300e7001f950caba6c2e5,neg
1513,https://github.com/eclipse-ee4j/mojarra,e9d6c63462c1f1d0fecbb5e065a9563c0e14a7b6,neg
1514,https://github.com/sebfz1/wicket-jquery-ui,3f1cde4f096ee77da8a2fb831b74a775afd54af0,neg
1515,https://github.com/sebfz1/wicket-jquery-ui,19d99212db79dd510181e7a9026d7c9b9378b055,neg
1516,https://github.com/sebfz1/wicket-jquery-ui,5531391a23ec005e4a8ded758cbdfc5129886b50,neg
1517,https://github.com/sebfz1/wicket-jquery-ui,7b43b9503723bc8fcfac029543ce8a653141df6b,neg
1518,https://github.com/sebfz1/wicket-jquery-ui,3f7edbe64206de9a5dfbb607c5820addff6a1594,neg
1519,https://github.com/apache/cordova-plugin-file-transfer,d3b21b35fc7b3c7b38a8285a688d527578753f05,neg
1520,https://github.com/apache/cordova-plugin-file-transfer,93d8bfc2c50eed169bac1f171b29c24c30cda300,neg
1521,https://github.com/apache/cordova-plugin-file-transfer,fee10fb6d8d4db50a5ae5352bfee08329233856b,neg
1522,https://github.com/spring-projects/spring-data-jpa,8466235db3542b6d1614f06bb24a5373571cf277,neg
1523,https://github.com/jenkinsci/coverity-plugin,fe290e89a398545180c494e1cddb2a0e61bd26d8,neg
1524,https://github.com/spring-projects/spring-framework,8bd480441e25ad7cda5b424a7382746017c18543,neg
1525,https://github.com/spring-projects/spring-framework,26edc674ed7eeab67bc25df764979ee552fb4689,neg
1526,https://github.com/spring-projects/spring-framework,2f4c0036cbfaaa422cf22f4124201b8b1bcf293f,neg
1527,https://github.com/spring-projects/spring-framework,7a19fd575045333b970e645f6db8a15302484038,neg
1528,https://github.com/spring-projects/spring-framework,5e46fab34de8909431b86d89c9d54760344ad681,neg
1529,https://github.com/spring-projects/spring-framework,922fd1e785719520b5a6fa95bf3d4a4125eb8b6d,neg
1530,https://github.com/spring-projects/spring-framework,9a2f9ccde4369f7f9896705a119d2f8dfe8bb5e1,neg
1531,https://github.com/spring-projects/spring-framework,cf3b2b1a4d06bfa97e3c4dba9ac486b83d252863,neg
1532,https://github.com/spring-projects/spring-framework,8cf61c595e05e9c24f0ad340f835ded570d9c7eb,neg
1533,https://github.com/spring-projects/spring-framework,56194a10513e5272909e69c3afb56013e4a720bb,neg
1534,https://github.com/spring-projects/spring-framework,f617d28eef588dd6b3d390f97a692a3c8236ff33,neg
1535,https://github.com/spring-projects/spring-framework,583201b02c4e0f188e765f749be2232354eb5ffb,neg
1536,https://github.com/spring-projects/spring-framework,1fefe2ab0c636561841dff3687caf4aff0fe0c1c,neg
1537,https://github.com/spring-projects/spring-framework,cf3635b42df3a8a0a14c5f12f2b2846155ce4bb1,neg
1538,https://github.com/spring-projects/spring-framework,b992c3d3f27b44fe3203012e636ac7dca3cf4858,neg
1539,https://github.com/spring-projects/spring-framework,08c95fbcb38645486309074eaef7fcf42b846e38,neg
1540,https://github.com/spring-projects/spring-framework,f32aded27aeec51ec110d4aa6a21ab37e44f6db1,neg
1541,https://github.com/spring-projects/spring-framework,981aefc2c0d2a6fbf9c08d4d54d17923a75a2e01,neg
1542,https://github.com/spring-projects/spring-framework,409fe478bd9a180a804da77773c23b9d2c2d0a4b,neg
1543,https://github.com/spring-projects/spring-framework,96cfa0c37d59eecd4a943b3b2fa0f4790f09ace2,neg
1544,https://github.com/spring-projects/spring-framework,c0baea58c0a14ea34d53f3823704892154b7803e,neg
1545,https://github.com/spring-projects/spring-framework,288a9ecd186f35e47c401108e04575ed570e2e2e,neg
1546,https://github.com/spring-projects/spring-framework,d75f3903605e4773181b7300ee140ce06bd02d6e,neg
1547,https://github.com/spring-projects/spring-framework,417939774cd7ad2e9e8fc5d87ebc05bb194409e7,neg
1548,https://github.com/spring-projects/spring-framework,922e6de7886e2f18e8b8e2b6e60d34dbe69efe92,neg
