,repo_url,commit_id,cls
999,https://github.com/apache/tomcat,288738a25d3b24ee4d1f6dd03ac393c09f0253c0,neg
1000,https://github.com/apache/tomcat,dbe24997a59a77a185510af743368272c8197866,neg
1001,https://github.com/apache/tomcat,1c869cf7dd7f26ca5283fb7e208b7261e2dfbee1,neg
1002,https://github.com/apache/tomcat,f90403b9f8f74d1c48fd64667e0eab4b2be42725,neg
1003,https://github.com/apache/tomcat,d679b39f5bac5cded8af1796e6ff224091b921b3,neg
1004,https://github.com/apache/tomcat,6ae725d978028c4d0373d8c1ed728526e4458168,neg
1005,https://github.com/apache/tomcat,16373136fd85486bb6cf5abc274171105938a562,neg
1006,https://github.com/apache/tomcat,a707e35540bacabd943548469d88148d26c8d521,neg
1007,https://github.com/apache/tomcat,a98df3e180e7fc7c09510aa1c8ab83444ee8c9e4,neg
1008,https://github.com/apache/tomcat,26aae6386774a54e01b12536374cea8d83f37007,neg
1009,https://github.com/apache/tomcat,dc47f74db00814b2cd6fb5d0ef6913679ba48f90,neg
1010,https://github.com/apache/tomcat,bd0ded905178a96283955b9312142e5464966724,neg
1011,https://github.com/apache/tomcat,b0d1f4bc444485ed4bc9a0d9ff7a108f757aa2a0,neg
1012,https://github.com/apache/tomcat,282f6026e44f7a658001cf859eb1f6377e74b97a,neg
1013,https://github.com/apache/tomcat,cf380df46f9a60074a125cc963c8f166ec6923c5,neg
1014,https://github.com/apache/tomcat,5672d674fca35a900b4db23a15f0ce0c9ed6b51f,neg
1015,https://github.com/apache/tomcat,a7f0bc99ac7da4c94c3a48b680e5fc579a9bc69e,neg
1016,https://github.com/apache/tomcat,d390e6a27e02cbdb424f694540d36dec103ae800,neg
1017,https://github.com/apache/ranger,ed195f8b4e57f5699b6792413b42aafa9fd5ffc4,neg
1018,https://github.com/belaban/JGroups,4f7f46dfde5f2c38c5a53a8900fb2269d8a04059,neg
1019,https://github.com/belaban/JGroups,81607b4911761dba61c5ca912a1c8444cece9f92,neg
1020,https://github.com/belaban/JGroups,30c3f6e42c245f2af1bc42fb0621b70a6dbb2138,neg
1021,https://github.com/pslegr/core-1,fee7c6268fad90f3b878779bda778b73c1a91a73,neg
1022,https://github.com/weld/core,be4befdc0cd1aa5d5a04232354f3e81cd329dc51,neg
1023,https://github.com/weld/core,ad4592b9ae3874a6f9c0d2f9568ffe19dd4c417e,neg
1024,https://github.com/weld/core,955c5b999000a59244e37981095112cf2a25fabc,neg
1025,https://github.com/apache/atlas,e688ca0fd32559d44e6c72daf64d6dda4d545e5f,neg
1026,https://github.com/jenkinsci/groovy-sandbox,1e3d26757cbe04136c913f7574398c49a75743e1,neg
1027,https://github.com/apache/ofbiz,003f38c93dc0f3ff7771195da775280ff82b68ca,neg
1028,https://github.com/apache/ofbiz,8d941d89e9438b4531dc306c419298d8c9907595,neg
1029,https://github.com/apache/ofbiz,c475343d0bf1f868715e81a52c7ec4cbae5c2b62,neg
1030,https://github.com/apache/ofbiz,d53fa24dc480050dc9a01dd282355224e4df2a54,neg
1031,https://github.com/apache/ofbiz,60e57a7de82c574e55fa51e36a4641028778dc77,neg
1032,https://github.com/apache/ofbiz,fab0d13b4b916074b1ae4bc2481d6370b1fa8a12,neg
1033,https://github.com/apache/ofbiz,c38a282bf621bf5aab959f1f264b96f5b0242916,neg
1034,https://github.com/apache/ofbiz,63b6203d487b21338f2cb57055c1824101376b7b,neg
1035,https://github.com/apache/ofbiz,fa054ed70201552b318facebae35b65a452d7746,neg
1036,https://github.com/apache/ofbiz,05c81269c29a4d1b7a96230a04f919ca95de9922,neg
1037,https://github.com/apache/ofbiz,ee9d20e75aa98a2d3f466df98290ab5747b0f8ad,neg
1038,https://github.com/apache/ofbiz,5c95595d546e2a0093178135c2b3d5aadf5e22fd,neg
1039,https://github.com/apache/ofbiz,fdf2815f81fabadca392022cddf9eead70f0b855,neg
1040,https://github.com/apache/ofbiz,88b5892284cae60c88483664f4267e5064eabcf2,neg
1041,https://github.com/apache/ofbiz,272c6472b5ac723e991360745b693748c282a794,neg
1042,https://github.com/apache/ofbiz,fc4240c441a841da630eedc10b7bae69e0cca0c6,neg
1043,https://github.com/apache/ofbiz,f0d53ca229a5b2b8f7bccd91bc10b955674222db,neg
1044,https://github.com/jenkinsci/ssh-agent-plugin,f0dc141cc6d016f9cabf8221775e92d08fa720aa,neg
1045,https://github.com/apache/cxf-fediz,c9a72ed365791c4598d621ad9373f55ec53872ed,neg
1046,https://github.com/apache/cxf-fediz,aeafc5fb45e39b33561561cb421f0669ce02e2ab,neg
1047,https://github.com/apache/cxf-fediz,e8b9f778fd866624b29423c15f06243b567d808a,neg
1048,https://github.com/apache/cxf-fediz,0145ef47b79bd6621dd539d960cc8f30a2f1886e,neg
