,repo_url,commit_id,cls
1299,https://github.com/inversoft/prime-jwt,cbc7ecfc1e3fab194c622772ce1e19004ff8bfab,neg
1300,https://github.com/inversoft/prime-jwt,e41713d46cb9f95a2a2312e2d331ef53837e8e80,neg
1301,https://github.com/vert-x3/vertx-web,d2b7e771be28b08444fdbd32017016daee19ec90,neg
1302,https://github.com/vert-x3/vertx-web,60c5d9037198facfe6d98d27cf682fd76342837b,neg
1303,https://github.com/vert-x3/vertx-web,2fab532301b0fef4b68f59fe7453e4d92744a6bc,neg
1304,https://github.com/javamelody/javamelody,85eba26d737b5057d4daa4367d7230f7a754a595,neg
1305,https://github.com/javamelody/javamelody,15772c68d68b9fad92ee1a7e4e186ea73bf0a93e,neg
1306,https://github.com/javamelody/javamelody,72c0ed96155e495ce1f8d52733c8e3837288b77b,neg
1307,https://github.com/javamelody/javamelody,824db88b2a3972b612b2e54e0cab02d4d288e3f7,neg
1308,https://github.com/square/okhttp,719c1b50deb9d1c33f696f0b7ce700c59ae7ebb5,neg
1309,https://github.com/square/okhttp,a5d2e8b00b968aa7099ca3fa8ec397b9706c2fe1,neg
1310,https://github.com/square/okhttp,54b583ed57ef1be8a56c346f3c466f3d00b37e4c,neg
1311,https://github.com/igniterealtime/Openfire,06c2f479ae817740ddd3ca9cb997846d00501a0f,neg
1312,https://github.com/jenkinsci/android-lint-plugin,fffd9e8f7f3a4a64e7a95953672931ad10b8d639,neg
1313,https://github.com/FasterXML/jackson-dataformat-xml,afc96d75ce0904300b54dbb7bec7389ea3d8500d,neg
1314,https://github.com/FasterXML/jackson-dataformat-xml,aa98d137c25b76ae54480a76953823cad7df5734,neg
1315,https://github.com/FasterXML/jackson-databind,f6ae1382ae91a28de830188b92903fe1d165d775,neg
1316,https://github.com/FasterXML/jackson-databind,54fd6d6ea32bf24eaa770919d42f42709efe9f3a,neg
1317,https://github.com/FasterXML/jackson-databind,5dfa1e72df6b42eaa16552ae096529223d1c696f,neg
1318,https://github.com/FasterXML/jackson-databind,e2476e07b2542d9791995d6a01b2da64e3c9128b,neg
1319,https://github.com/FasterXML/jackson-databind,391e90f6ed291beac71b29dabe873dd856e47ee7,neg
1320,https://github.com/FasterXML/jackson-databind,2c3cad39fc094b13c91c440795d86ce9d11bfb79,neg
1321,https://github.com/FasterXML/jackson-databind,a2ff432585cc8b3fd44fc1a6225bbb08a855c811,neg
1322,https://github.com/FasterXML/jackson-databind,9598db519184a494a09b8ff33dd94e00d6764b5a,neg
1323,https://github.com/FasterXML/jackson-databind,5c483906d65fb130f0f16afef4d667d89717cdb0,neg
1324,https://github.com/FasterXML/jackson-databind,ae3cd6981317741354c1bad30c7b38f0fac67f12,neg
1325,https://github.com/FasterXML/jackson-databind,a29cb29501ac6b3e6c8ca6fed876a4d7d52a7faa,neg
1326,https://github.com/jenkinsci/saltstack-plugin,38926e16441d76904d8f4105df3b459baa21fa3d,neg
1327,https://github.com/apache/tomcat70,49f453c97650666e0f9a8e0ea71c8f217f0e53bb,neg
1328,https://github.com/apache/tomcat70,f9c15f1525dfdd84c7b8440beae5710771852245,neg
1329,https://github.com/apache/tomcat70,21863c413fb9b85e213808092188c5712bab9ccc,neg
1330,https://github.com/apache/tomcat70,b010cce6d708c1495f5832f1d5ceae844eabca07,neg
1331,https://github.com/apache/tomcat70,8f9eb82fcc7df61f744db5d4f11270d72d38bc90,neg
1332,https://github.com/apache/tomcat70,46bd39d2303e2387c92859385f5e9b7c2a2bdd33,neg
1333,https://github.com/apache/tomcat70,5af08d31e5dd4424867768cd53eeb7da979a944c,neg
1334,https://github.com/apache/tomcat70,1162ec834a7a4086158e9f97087299432f2db36b,neg
1335,https://github.com/apache/tomcat70,ce6da83dc0c2fb57d491b2803ae4421c998e0ef9,neg
1336,https://github.com/apache/tomcat70,6723b357b511c3c31a962cde23c036050985af92,neg
1337,https://github.com/apache/tomcat70,b6b86af7bd4bd5045267d667547f2d3038809406,neg
1338,https://github.com/apache/tomcat70,04fbe97f5e21d3ca9cc0f07325b2823eb8717f7a,neg
1339,https://github.com/apache/tomcat70,31ae5df90976546537eab773a3547c7a853133cf,neg
1340,https://github.com/apache/tomcat70,d9ddd7ae602686f78072d6b83420c0ee41775b05,neg
1341,https://github.com/apache/tomcat70,9b9f8836bb20bc314182f6d1cf79bb1f56e21d3b,neg
1342,https://github.com/apache/tomcat70,c7207f82aedd122c217fca765dae938cd80bc0ac,neg
1343,https://github.com/apache/tomcat70,9ecd11b146b924a1cdfbd1ad3b4b588e730af070,neg
1344,https://github.com/apache/tomcat70,9ccb3390fcc309fad59b3b2d5388a62a50fcc860,neg
1345,https://github.com/apache/tomcat70,3f45bf7e79288751c178f582ec0e9573d18dbce6,neg
1346,https://github.com/apache/tomcat70,c447cf16897e934a7558c25ad3eb3363fc6fb79c,neg
1347,https://github.com/apache/tomcat70,2d2bd2659f5c90a9c8243923d7a967ad2c811e37,neg
1348,https://github.com/apache/tomcat70,8fc14b5e338935d50ea2e107e50a3093a69fd023,neg
