,repo_url,commit_id,cls
749,https://github.com/apache/tomcat,6b61911f94d6d8d49ee933c5f1882a7e7c336d2c,pos
750,https://android.googlesource.com/platform/frameworks/opt/telephony,79eecef63f3ea99688333c19e22813f54d4a31b1,pos
751,https://github.com/apache/struts,72471d7075681bea52046645ad7aa34e9c53751e,pos
752,https://github.com/apache/ambari,3ab123a109f6384f019db455f256520f4a8b85dd,pos
753,https://github.com/apache/commons-compress,654222e628097763ee6ca561ae77be5c06666173,pos
754,https://github.com/jenkinsci/jenkins,e5046911c57e60a1d6d8aca9b21bd9093b0f3763,pos
755,https://github.com/FasterXML/jackson-databind,2235894210c75f624a3d0cd60bfb0434a20a18bf,pos
756,https://github.com/apache/hive,6929846a8120eaf094b914b4ca8af80b65f891c8,pos
757,https://github.com/apache/struts,76eb8f38a33ad0f1f48464ee1311559c8d52dd6d,pos
758,https://github.com/spring-projects/spring-framework,a30ab30e4e9ae021fdda04e9abfc228476b846b5,pos
759,https://github.com/apache/activemq,a37b43cca82f108a8e3f5c2803a9b50911a60979,pos
760,https://github.com/apache/geode,00be4f9774e1adf8e7ccc2664da8005fc30bb11d,pos
761,https://github.com/apache/struts,f238cf4f1091be19fbcfd086b042c86a1bcaa7fc,pos
762,https://github.com/apache/jackrabbit,884ede7db1c6ca490fcbb8238762b000a25f82c3,pos
763,https://github.com/google/gson,1103bda23acb1719364e834a4545739ec2f76cd0,pos
764,https://github.com/cloudfoundry/uaa,96fe26711f8f8855d2994a531447f730afd61844,pos
765,https://github.com/apache/commons-compress,6ced422bf5eca3aac05396367bafb33ec21bf74e,pos
766,https://github.com/jenkinsci/jenkins,4ed66e5838476e575a83c3cd13fffb37eefa2f48,pos
767,https://github.com/apache/activemq-artemis,48d9951d879e0c8cbb59d4b64ab59d53ef88310d,pos
768,https://github.com/rabbitmq/rabbitmq-jms-client,95ae7401c0f007d5c8e6618ab009c171ce633916,pos
769,https://github.com/apache/poi,eabb6a924be24abb879372d0bc967e0d316b2cf8,pos
770,https://github.com/rhuss/jolokia,fd7b93da30c61a45bac10d8b311f1b79a74910f,pos
771,https://github.com/apache/commons-compress,020c03d8ef579e80511023fb46ece30e9c3dd27d,pos
772,https://github.com/jenkinsci/monitoring-plugin,f0f6aeef2032696c97d4b015dd51fa2b841b0473,pos
773,https://github.com/spring-projects/spring-webflow,ed5e8,pos
774,https://github.com/apache/thrift,d973409661f820d80d72c0034d06a12348c8705e,pos
775,https://github.com/apache/tika,ffb48dd29d0c2009490caefda75e5b57c7958c51,pos
776,https://github.com/weld/core,29fd1107fd30579ad9bb23fae4dc3ba464205745,pos
777,https://github.com/apache/camel,8467d644813a62f3a836c0c7dee8cf5a41de3c0,pos
778,https://github.com/cloudfoundry/uaa,66166d17781aa257ff77a2fb7c69f72d0b611be,pos
779,https://github.com/dom4j/dom4j,e598eb43d418744c4dbf62f647dd2381c9ce9387,pos
780,https://github.com/apache/tika,5d983aad0b68a228f180686a4135ed8c7cd589f1,pos
781,https://github.com/jenkinsci/jenkins,5bd9b55a2a3249939fd78c501b8959a804c1164b,pos
782,https://github.com/apache/tomcat,d83a76732e6804739b81d8b2056365307637b42d,pos
783,https://github.com/apache/ambari,eaf8cc4cd2015456307ff3fcf98e49f2826fa270,pos
784,https://github.com/jenkinsci/mercurial-plugin,54b4f82e80c89d51b12bc64258f6b59e98b0c16a,pos
785,https://github.com/apache/oozie,d50df341432df1049c6c85bf2dcda9eb0be04d73,pos
786,https://github.com/spring-projects/spring-framework,e0de9126ed8cf25cf141d3e66420da94e350708,pos
787,https://github.com/apache/batik,1e12686194370b22420da705d71af66161affa33,pos
788,https://github.com/keycloak/keycloak,0fe0b875d63cce3d2855d85d25bb8757bce13eb1,pos
789,https://github.com/apache/struts,8b4fc81daeea3834bcbf73de5f48d0021917aa3,pos
790,https://github.com/hibernate/hibernate-validator,67fdff14831c035c25e098fe14bd86523d17f726,pos
791,https://github.com/apache/spark,0b25a7d93359e348e11b2e8698990a53436b3c5,pos
792,https://github.com/jenkinsci/jenkins,94a8789b699132dd706021a6be1b78bc47f19602,pos
793,https://github.com/nahsra/antisamy,7313931dc3c0d1377b010f07faef2063dd359a36,pos
794,https://github.com/fusesource/hawtjni,92c266170ce98edc200c656bd034a237098b8aa5,pos
795,https://github.com/square/okhttp,3ccb46dd16b6ec98f70b0ee53eafe5ed6380891e,pos
796,https://github.com/apache/tomcat70,934f884f330dad192d2c5dc950e28f4cd281461b,pos
797,https://github.com/apache/tomcat,5971f9392edc6d70808b2599b062b050fcd11d23,pos
798,https://github.com/apereo/java-cas-client,ae37092100c8eaec610dab6d83e5e05a8ee58814,pos
