cve_id,repo_url,commit_id,cls
899,https://github.com/apache/lucene-solr,d2732fd871ed6f230f289b3e413b4c24c2149dad,neg
900,https://github.com/apache/lucene-solr,f8131e4661058707f5ed11f2b04932d18f41cfff,neg
901,https://github.com/apache/lucene-solr,d1ea8d1d92ffcc29b30de861adfa1e5f82256dcc,neg
902,https://github.com/spring-projects/spring-security,008b721a20fb70dd01a7ab2b5b380f88acbd6714,neg
903,https://github.com/spring-projects/spring-security,c9b6fe9555fafb572f0c111a6ae8eadfa380d8ef,neg
904,https://github.com/spring-projects/spring-security,743cc9fec79976b343853568f4e4f906d67bd2b2,neg
905,https://github.com/spring-projects/spring-security,52c585aef117cc5cf8b85ed0072cf51e6ef58f4e,neg
906,https://github.com/spring-projects/spring-security,63bbc19deb76a8d65073b1dc69a389ceca87a8b4,neg
907,https://github.com/spring-projects/spring-security,d686f64f26ef8c8d309f690ff5766988e617283a,neg
908,https://github.com/spring-projects/spring-security,e41860d944fe294fa2cb726d1144e38d02dc02b7,neg
909,https://github.com/spring-projects/spring-security,56edae4f14f906090045f4f51fe7b8cb584d3833,neg
910,https://github.com/SvenEwald/xmlbeam,c1eec848eaa610d673000ba55c4796a6f3140420,neg
911,https://github.com/opennetworkinglab/onos,861d9e777bc780526f7d9ca25cc0d6573f0dfab8,neg
912,https://github.com/opennetworkinglab/onos,40e2dce96c74b40308548b7d119f416a29302ec6,neg
913,https://github.com/opennetworkinglab/onos,003213301f239ddfa32883682c779796f9819bad,neg
914,https://github.com/opennetworkinglab/onos,db450ee09309f50ad4cf2899302c01216a912dcd,neg
915,https://github.com/apache/cxf,ab7e8b8c20bc2c63cccc0ec73d8023e3d30ff8f7,neg
916,https://github.com/apache/cxf,1ce69fd785a56099adc9f1ea28fa59eb9f0340fc,neg
917,https://github.com/apache/cxf,ec7720ebed702684d3cd4b47e95f6cc1a81a6983,neg
918,https://github.com/apache/cxf,e4c456743a046f37ce9623529635218be7f13e7b,neg
919,https://github.com/apache/cxf,44a2a45027c51d005a725ad95ca8a57288e29e49,neg
920,https://github.com/apache/cxf,89fdc787cf088a8aa8c44fb303334db4c2f582e3,neg
921,https://github.com/apache/cxf,185d7df330367537b7428c82369b6dd3e3ea59f6,neg
922,https://github.com/apache/cxf,1526e477498209921e8193d63aaae943cfa63b06,neg
923,https://github.com/apache/cxf,8ee94e10892928e61ad87226df07bf9a3573e882,neg
924,https://github.com/apache/cxf,3e468133066ee9d6dd8bb7386592819720ab4eec,neg
925,https://github.com/apache/cxf,52d3c3fefb7a77666809ddd56770675a8303462b,neg
926,https://github.com/apache/cxf,9e1115bbb9f3f1776e0604d4f105a3824af8c86c,neg
927,https://github.com/apache/cxf,c1a43f2e6593c7dbf3b7a40e6533e37fee2ef9a9,neg
928,https://github.com/apache/cxf,0b920d7275800e651b2c48c982b1977249516ddf,neg
929,https://github.com/apache/cxf,a02b60fdd1cdda444c83c328ea5b5ac198614d1d,neg
930,https://github.com/apache/cxf,7b8cf2deb14bd9227d68f48c22f0a7cb3109a07c,neg
931,https://github.com/apache/cxf,ff67b82c4013c8331ead8b17334a87fd94ee9f46,neg
932,https://github.com/apache/cxf,aab7030cf948cfaff1126bac8d9807e1c4be1e14,neg
933,https://github.com/apache/cxf,8c85660cd1d6f479722bbc0c5dab0ebce9a9c554,neg
934,https://github.com/apache/cxf,9be6ef67c1099992a44e91cf1af48b43123d6cbc,neg
935,https://github.com/apache/cxf,406467961cf47f7d01c591a94d993cc234db4448,neg
936,https://github.com/apache/shiro,4bea4981a883694302842884b6f36847d9659096,neg
937,https://github.com/apache/shiro,c9184fe7120540f8472ac697957cdee710bcb70f,neg
938,https://github.com/apache/shiro,e31995c5567c419db6d9f8fcee6e1710da2a5c02,neg
939,https://github.com/apache/ignite,bb3ff120e6995431d10439243d8b163712de0e0e,neg
940,https://github.com/apache/ignite,5c718543695fdc3006236652e878e25ab9946de5,neg
941,https://github.com/codehaus-plexus/plexus-utils,9df4f30d2c00766c069260744a019dcc14fd2ea7,neg
942,https://github.com/apache/groovy,0a75bfe179bc22e36a5623e6b758785da5db6400,neg
943,https://github.com/apache/groovy,cf92602632a6656ded0eec7538c2ae1456d75e43,neg
944,https://github.com/Wechat-Group/WxJava,e34f6de7751c595e55069d895d20e2b5adeff90c,neg
945,https://github.com/micromata/projectforge-webapp,8dde1b3cf83e1e88979f326a9147a36549e298fd,neg
946,https://github.com/jenkinsci/email-ext-plugin,1436ca92ce0703053b6fe93da684953fe587e621,neg
947,https://github.com/apache/tomcat,9c2040434831c8b056ec394e5a838e4c4fdc2fd9,neg
948,https://github.com/apache/tomcat,02480f614a890e1ab58b010fbc21486e9ef613b3,neg
