,repo_url,commit_id,cls
349,https://github.com/apache/struts,a05259ed69a5a48379aa91650e4cd1cb4bd6e5a,pos
350,https://github.com/eclipse/jetty.project,a285deea42fcab60d9edcf994e458c238a348b55,pos
351,https://github.com/OPCFoundation/UA-Java,83fe7a9f9a510f35e3903bef907d22889f99b08b,pos
352,https://github.com/apache/nifi,dbf259508c2b8e176d8cb837177aaadbf44f0670,pos
353,https://github.com/apache/syncope,7b168c142b09c3b03e39f1449211e7ddf026a14,pos
354,https://github.com/swagger-api/swagger-codegen,cee45bc9aa0296b35170cb10b5132491c5dbdc88,pos
355,https://github.com/apache/tika,4e67928412ad56333d400f3728ecdb59d07d9d63,pos
356,https://github.com/apache/tomcat70,bc6df47f1a0d8a0e181680ee1b59e0fe45040830,pos
357,https://github.com/apache/xerces2-j,266e837852e0f0e3c8c1ad572b6fc4dbb4ded17,pos
358,https://github.com/keycloak/keycloak,a78cfa4b2ca979a1981fb371cfdf2c7212f7b6e2,pos
359,https://github.com/jenkinsci/favorite-plugin,b6359532fe085d9ea6b7894e997e797806480777,pos
360,https://github.com/apache/camel,2ae645e90edff3bcc1b958cb53ddc5e60a7f49f,pos
361,https://github.com/apache/poi,07771c3d8c7204c14a7a597b4db04a7e828a956f,pos
362,https://github.com/apache/santuario-java,55857fd4cdfdb1af4069170ecdac448c078f544e,pos
363,https://github.com/apache/tomcat,c1660182010b4255c21c874d69c124370a67784a,pos
364,https://github.com/apache/lucene-solr,da34b18cb3092df4972e2b6fa5178d1059923910,pos
365,https://github.com/restlet/restlet-framework-java,b85c2ef182c69c5e2e21df008ccb249ccf80c7b,pos
366,https://github.com/apache/nifi,246c090526143943557b15868db6e8fe3fb30cf6,pos
367,https://github.com/apache/struts,19494718865f2fb7da5ea363de3822f87fbda26,pos
368,https://github.com/spring-projects/spring-data-commons,b1a20ae1e82a63f99b3afc6f2aaedb3bf4dc432,pos
369,https://github.com/apache/commons-collections,d9a00134f16d685bea11b2b12de824845e6473e3,pos
370,https://github.com/jenkinsci/jenkins,36342d71e29e0620f803a7470ce96c61761648d8,pos
371,https://github.com/kiegroup/jbpm-designer,5641588c730cc75dc3b76c34b76271fbd407fb8,pos
372,https://github.com/bcgit/bc-java,21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35,pos
373,https://github.com/apache/storm,8ffa920d3894634aa078f0fdf6b02d270262caf,pos
374,https://github.com/apache/qpid-proton-j,0cb8ca03cec42120dcfc434561592d89a89a805e,pos
375,https://github.com/apache/tomcat55,b05497eff4311a9657de6dfc53511d0309eb9db4,pos
376,https://github.com/spring-projects/spring-framework,edba32b3093703d5e9ed42b5b8ec23ecc1998398,pos
377,https://github.com/spring-projects/spring-security,666e356ebc479194ba51e43bb99fc42f849b6175,pos
378,https://github.com/cloudfoundry/uaa,cd31cc397fe17389d95b83d6a9caa46eebc54faf,pos
379,https://github.com/jenkinsci/jenkins,bf539198564a1108b7b71a973bf7de963a6213ef,pos
380,https://github.com/apache/hive,98f933f269e6b528ef84912b3d701ca3272ec04b,pos
381,https://github.com/apache/struts,931df54ab379bf4eb5a625bf05066b8563c3737b,pos
382,https://github.com/cloudfoundry/uaa,9d44cb0c7c25ccae95bfa1c2d59ce46200c643cb,pos
383,https://github.com/apache/ofbiz,914c5783c4e268e2584f9713e3784f848c494aa1,pos
384,https://github.com/apache/tomcat80,824c7dc781056442046db0ae34bcf1497f23f44c,pos
385,https://github.com/apache/tomcat,913d94b289e056107e521dbab8e79cc72a62a331,pos
386,https://github.com/apache/commons-fileupload,c61ff05b3241cb14d989b67209e57aa71540417a,pos
387,https://github.com/apache/hadoop,6ea2a9389e8bd1b5aa35d01c5b1556f892181f1,pos
388,https://github.com/apache/jackrabbit,ddf9a3cd408397d0805917299c4114b09449373d,pos
389,https://github.com/apache/axis2-java,1b560264151217dae8b34b6aa4dfff4f51377656,pos
390,https://github.com/weld/core,8e413202fa1af08c09c580f444e4fd16874f9c65,pos
391,https://github.com/spring-projects/spring-framework,9beae9ae4226c45cd428035dae81214439324676,pos
392,https://github.com/spring-projects/spring-framework,b80c13b722bb207ddf43f53a007ee3ddc1dd2e2,pos
393,https://github.com/apache/cxf,1be97cb1,pos
394,https://github.com/apache/jackrabbit,4908cb64317122cdd3e096ebe8c32bd98d2ed8b7,pos
395,https://github.com/cloudfoundry/uaa,6bf1c0ae1abc9aaba957708e0b2dfb6a70aab826,pos
396,https://github.com/apache/tomcat70,890a2f681ed2f3461b27983d7da9737375ff2ae4,pos
397,https://github.com/apache/tomcat,a697f7b52c4e3aea0c6763b33d413b54a518e883,pos
398,https://github.com/spring-projects/spring-framework,f59ea610dfcf55cd0b42f6dd76a9b3dab0218aa,pos
