cve_id,repolink,commit_id,class
CVE-2010-4476,https://github.com/apache/tomcat55,2f7901c77ae57ecb97eac6c37aee1a34c4970845,pos
CVE-2018-8718,https://github.com/jenkinsci/mailer-plugin,98e79cf904769907f83894e29f50ed6b3e7eb135,pos
CVE-2017-12634,https://github.com/apache/camel,ad3c1ce9d8300c339cfa7d0f4a4dea691a94798,pos
CVE-2013-4286,https://github.com/apache/tomcat70,41b90b6ebc3e7f898a5a87d197ddf63790d33315,pos
CVE-2016-0768,https://github.com/tada/pljava,675254b0f17b76f05e72cba2e3b8d3e548ae7a43,pos
CVE-2013-2172,https://github.com/apache/santuario-java,8e8f8bf92a43608d7d5f9e357fae19244454a61f,pos
CVE-2014-0054,https://github.com/spring-projects/spring-framework,1c5cab2a4069ec3239c531d741aeb07a434f521b,pos
CVE-2017-5664,https://github.com/apache/tomcat70,58b32048ce25cb812ae394dafb0cd57254c68155,pos
CVE-2017-2638,https://github.com/infinispan/infinispan,f2d54c4ecb75c7264d4160ca7c461135712201a9,pos
CVE-2015-5348,https://github.com/apache/camel,4f065fe07c1dcd7b451e6005a6dc8e96d77da43e,pos
CVE-2011-2526,https://github.com/apache/tomcat,2e69497fa7b1444632c6dadb64a4a82e18478ee6,pos
CVE-2018-1321,https://github.com/apache/syncope,726231fbf7b817bd2a9467171dcb1c0087c75bc,pos
CVE-2018-15531,https://github.com/javamelody/javamelody,ef111822562d0b9365bd3e671a75b65bd0613353,pos
CVE-2017-12629,https://github.com/apache/lucene-solr,3bba91131b5257e64b9d0a2193e1e32a145b2a2,pos
CVE-2013-4366,https://github.com/apache/httpcomponents-client,08140864e3e4c0994e094c4cf0507932baf6a66,pos
CVE-2014-3488,https://github.com/netty/netty,2fa9400a59d0563a66908aba55c41e7285a04994,pos
CVE-2016-5388,https://github.com/apache/tomcat,fb3569fbb9a2f55459aa8e1e22bc35a737e66329,pos
CVE-2018-11758,https://github.com/apache/cayenne,6fc896b65ed871be33dcf453cde924bf73cf83db,pos
