cve_id,repolink,commit_id,class
CVE-2016-6801,https://github.com/apache/jackrabbit,d6e86e4350989af3eb3eb0429d6e4d4d6bd40e5c,pos
CVE-2015-0264,https://github.com/apache/camel,1df559649a96a1ca0368373387e542f46e4820da,pos
HDFS-10276,https://github.com/apache/hadoop,2dfaedeb4390569af2036a6e4bd8fcc18506de8,pos
CVE-2014-4172,https://github.com/apereo/java-cas-client,ab6cbdc3daa451b4fef89c0bd0f4e6568f3aa9ef,pos
CVE-2017-5648,https://github.com/apache/tomcat80,6d73b079c55ee25dea1bbd0556bb568a4247dacd,pos
CVE-2018-15758,https://github.com/spring-projects/spring-security-oauth,623776689fdcc8047f5a908c71f348e1f172a97,pos
CVE-2011-2526,https://github.com/apache/tomcat55,e67f6882118f2a8285e4e8acd050dad64a3ef3e4,pos
CVE-2017-4991,https://github.com/cloudfoundry/uaa,eb3f86054489039e11eabd54a8ec9a46c22abfc,pos
CVE-2018-15756,https://github.com/spring-projects/spring-framework,c8e320019ffe7298fc4cbeeb194b2bfd6389b6d,pos
CVE-2017-7957,https://github.com/x-stream/xstream,6e546ec366419158b1e393211be6d78ab9604ab,pos
CVE-2013-6447,https://github.com/seam2/jboss-seam,090aa6252affc978a96c388e3fc2c1c2688d9bb5,pos
CVE-2010-0432,https://github.com/apache/ofbiz,5aa135f01ddcaa227c3db72bb08715bbb2ca19d2,pos
CVE-2012-3451,https://github.com/apache/cxf,9c70abe28fbf2b4c4df0b93ed12295ea5a012554,pos
CVE-2016-0734,https://github.com/apache/activemq,24ad36778534c5ac888f880837075449169578ad,pos
CVE-2010-1632,https://github.com/apache/axis2-java,026d9037c3040580c2b04d8d8e4691c33a933418,pos
CVE-2017-8038,https://github.com/cloudfoundry-incubator/credhub,632951898a2f1474f699094200367fb405397127,pos
CVE-2015-5345,https://github.com/apache/tomcat,816552abf6735fa37dfd37c8a7bfbdbd045477e0,pos
CVE-2018-11788,https://github.com/apache/karaf,1ffa6d1c4555cab9737d76b49142528b57cfdfc,pos
CVE-2017-12617,https://github.com/apache/tomcat85,74ad0e216c791454a318c1811300469eedc5c6f3,pos
CVE-2016-3092,https://github.com/apache/tomcat80,d752a415a875e888d8c8d0988dfbde95c2c6fb1d,pos
CVE-2016-3674,https://github.com/x-stream/xstream,806949e1b3c22a3b31819a37402489a0303221a,pos
CVE-2016-6812,https://github.com/apache/cxf,1f824d80,pos
CVE-2013-6448,https://github.com/seam2/jboss-seam,090aa6252affc978a96c388e3fc2c1c2688d9bb5,pos
CVE-2018-12541,https://github.com/eclipse-vertx/vert.x,269a583330695d1418a4f5578f7169350b2e1332,pos
CVE-2016-8749,https://github.com/apache/camel,af3f54de35a90a5a49a4af4622e8bd1011bf5ec,pos
CVE-2018-1272,https://github.com/spring-projects/spring-framework,e02ff3a0da50744b0980d5d665fd242eedea767,pos
CVE-2016-6796,https://github.com/apache/tomcat85,f97769f50ee2613e1bf27107a01d48907fd993ac,pos
CVE-2017-12617,https://github.com/apache/tomcat70,cf0b37beb0622abdf24acc7110daf883f3fe4f95,pos
CVE-2013-4316,https://github.com/apache/struts,58947c3f85ae641c1a476316a2888e53605948d1,pos
CVE-2018-12536,https://github.com/eclipse/jetty.project,a51920d650d924cc2cea011995624b394437c6e,pos
CVE-2018-1000104,https://github.com/jenkinsci/coverity-plugin,34b7c2b07014b8e1e708361170146600db172491,pos
CVE-2013-2185,https://github.com/apache/tomcat,e246e5fc13307da0a5d3bbf860d64d97be1c40f8,pos
CVE-2013-2135,https://github.com/apache/struts,01e6b251b4db78bfb7971033652e81d1af4cb3e,pos
CVE-2017-7675,https://github.com/apache/tomcat85,dacb030b85fe0e0b3da87469e23d0f31252fdede,pos
CVE-2017-4973,https://github.com/cloudfoundry/uaa,24c270ce725df890727b2bd7d8a4f338a3a58b7,pos
CVE-2018-1271,https://github.com/spring-projects/spring-framework,91b803a2310344d925e5d4b1709bbcea9037554,pos
CVE-2017-15719,https://github.com/sebfz1/wicket-jquery-ui,cc75fdc3e610985a5f391789d33fb70c8c9114d,pos
CVE-2009-2693,https://github.com/apache/tomcat,3e1010b1a2f648581fac3d68afbf18f2979f6bf6,pos
CVE-2011-3190,https://github.com/apache/tomcat55,be3eb28f82250a5c81a1c42216570ebf892aefac,pos
CVE-2018-1324,https://github.com/apache/commons-compress,2a2f1dc48e22a34ddb72321a4db211da91aa933b,pos
CVE-2018-1274,https://github.com/spring-projects/spring-data-commons,371f6590c509c72f8e600f3d05e110941607fba,pos
CVE-2017-7536,https://github.com/hibernate/hibernate-validator,0ed45f37c4680998167179e631113a2c9cb5d11,pos
CVE-2014-1904,https://github.com/spring-projects/spring-framework,741b4b229ae032bd17175b46f98673ce0bd2d485,pos
CVE-2018-8041,https://github.com/apache/camel,63c7c080de4d18f9ceb25843508710df2c2c6d4,pos
CVE-2017-3159,https://github.com/apache/camel,6b979d07fd4be6ac913368f2abeae690d3325d37,pos
CVE-2017-4995-JK,https://github.com/FasterXML/jackson-databind,6ce32ffd18facac6abdbbf559c817b47fcb622c,pos
CVE-2018-1000110,https://github.com/jenkinsci/git-plugin,a3d3a7eb7f75bfe97a0291e3b6d074aafafa86c9,pos
CVE-2017-8038,https://github.com/cloudfoundry-incubator/credhub,46ae8627a6887d0c810905585b40845193b9a9f8,pos
CVE-2012-5633,https://github.com/apache/cxf,94a98b3fe9c79e2cf3941acbbad216ba54999bc0,pos
CVE-2013-1768,https://github.com/apache/openjpa,521fecd2d9b91c27e9f90d97e5f5479d17239eb8,pos
CVE-2013-2135,https://github.com/apache/struts,711cf0201cdd319a38cf29238913312355db29ba,pos
CVE-2015-0899,https://github.com/kawasima/struts1-forever,212bb0f7c57617b7b9c44cb1e056bd1e597c8e16,pos
CVE-2014-2059,https://github.com/jenkinsci/jenkins,ad38d8480f20ce3cbf8fec3e2003bc83efda4f7d,pos
CVE-2018-8039,https://github.com/apache/cxf,fae6fabf9bd7647f5e9cb68897a7d72b545b741,pos
CVE-2018-11787,https://github.com/apache/karaf,cfa213ad680ded70b70bf0c648891a06386ef63,pos
CVE-2009-0039,https://github.com/apache/geronimo,f8a612df7b06729bfd6c826e1a110d4bb40dc1f5,pos
ND4J-001,https://github.com/deeplearning4j/deeplearning4j,f51f4242d67eed9c97a46051cc0c6c72d0830a27,pos
CVE-2017-5643,https://github.com/apache/camel,2c6964ae94d8f9a9c9a32e5ae5a0b794e8b8d3b,pos
CVE-2018-15756,https://github.com/spring-projects/spring-framework,423aa28ed584b4ff6e5bad218c09beef5e91951,pos
CVE-2016-6652,https://github.com/spring-projects/spring-data-jpa,b8e7fecccc7dc8edcabb4704656a7abe6352c08f,pos
CVE-2018-1325,https://github.com/sebfz1/wicket-jquery-ui,4ade74d87389935dee5ba49b8cdd0abb075cc50,pos
CVE-2010-2227,https://github.com/apache/tomcat,40e5880dfc51517334acda5f12beacdec52ca283,pos
CVE-2017-7536,https://github.com/hibernate/hibernate-validator,0886e89900d343ea20fde5137c9a3086e6da9ac,pos
CVE-2011-2730,https://github.com/spring-projects/spring-framework,c8649087792d07df209fc75e0f9e2e3284e09fe,pos
CVE-2013-4322,https://github.com/apache/tomcat,b8cb9f5f91e9210ca107fd80f3e6acd47531daa7,pos
CVE-2018-1000129,https://github.com/rhuss/jolokia,5895d5c137c335e6b473e9dcb9baf748851bbc5f,pos
CVE-2018-12537,https://github.com/eclipse/vert.x,1bb6445226c39a95e7d07ce3caaf56828e8aab72,pos
CVE-2017-8046,https://github.com/spring-projects/spring-data-rest,8f269e28fe8038a6c60f31a1c36cfda04795ab45,pos
CVE-2012-6092,https://github.com/apache/activemq,51eb87a84be88d28383ea48f6e341ffe1203c5ba,pos
CVE-2009-2693,https://github.com/apache/tomcat55,0299cb724ea71f304d54adfcdb950f59b01fb421,pos
CVE-2018-14627,https://github.com/wildfly/wildfly,883115ea2168343e870745f538a80b1ddc360914,pos
CVE-2013-1768,https://github.com/apache/openjpa,d3c68ad3bb9aa0e4e9abbfdec691abb06df642a5,pos
CVE-2016-5394,https://github.com/apache/sling,7d2365a248943071a44d8495655186e4f14ea294,pos
