cve_id,repolink,commit_id,class
CVE-2016-0731,https://github.com/apache/ambari,eaf8cc4cd2015456307ff3fcf98e49f2826fa270,pos
CVE-2018-1000112,https://github.com/jenkinsci/mercurial-plugin,54b4f82e80c89d51b12bc64258f6b59e98b0c16a,pos
CVE-2018-11799,https://github.com/apache/oozie,d50df341432df1049c6c85bf2dcda9eb0be04d73,pos
CVE-2017-8045,https://github.com/spring-projects/spring-amqp,6e9e00bb5bf0aa88444146db3c2eae138cc7b0a,pos
CVE-2018-1270,https://github.com/spring-projects/spring-framework,e0de9126ed8cf25cf141d3e66420da94e350708,pos
CVE-2015-0250,https://github.com/apache/batik,1e12686194370b22420da705d71af66161affa33,pos
CVE-2018-14637,https://github.com/keycloak/keycloak,0fe0b875d63cce3d2855d85d25bb8757bce13eb1,pos
CVE-2017-5664,https://github.com/apache/tomcat,4545dcce444aa619374a659cb450dbbd0be3c921,pos
CVE-2013-2135,https://github.com/apache/struts,8b4fc81daeea3834bcbf73de5f48d0021917aa3,pos
CVE-2018-17184,https://github.com/apache/syncope,b25a8834db2cc7ea45707a1218e85e047568427,pos
CVE-2018-1199,https://github.com/spring-projects/spring-security,0eef5b4b425ab42b9fa0fde1a3f36a37b92558f,pos
CVE-2014-3612,https://github.com/apache/activemq,0b5231ada5ce365b41832ba8752ee210145d1cbe,pos
CVE-2018-1273,https://github.com/spring-projects/spring-data-commons,ae1dd2741ce06d44a0966ecbd6f47beabde2b65,pos
CVE-2018-8010,https://github.com/apache/lucene-solr,6d082d5743dee7e08a86b3f2ef03bc025112512,pos
CVE-2016-6637,https://github.com/cloudfoundry/uaa,32569285018a464dcbd9d4c120a11cc4b767f8e,pos
CVE-2014-3558,https://github.com/hibernate/hibernate-validator,67fdff14831c035c25e098fe14bd86523d17f726,pos
CVE-2016-1000342,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,pos
CVE-2011-5063,https://github.com/apache/tomcat55,644dfdf96cf82fcd2a2046d93f2b5495f7e94584,pos
