cve_id,repolink,commit_id,class
CVE-2018-17297,https://github.com/looly/hutool,9f8a801c7b98b75ee681c0988e1a58bcfdc21756,pos
HADOOP-12001,https://github.com/apache/hadoop,58d3a9aaf65310aba9b4300ef0cacd58ebfdb6e,pos
CVE-2018-1260,https://github.com/spring-projects/spring-security-oauth,8e9792c1963f1aeea81ca618785eb8d71d1cd1d,pos
CVE-2018-8027,https://github.com/apache/camel,9c6a8f61de40c20f28240fbb2af4cb425793d41,pos
CVE-2018-1321,https://github.com/apache/syncope,ad31479c1c543ac7d26b8c882aa14f6c00c1fd0,pos
CVE-2017-15719,https://github.com/sebfz1/wicket-jquery-ui,9f082950a276c8948a4078c2438e284a948ba15,pos
CVE-2012-5633,https://github.com/apache/cxf,db11c9115f31e171de4622149f157d8283f6c720,pos
COLLECTIONS-580,https://github.com/apache/commons-collections,1642b00d67b96de87cad44223efb9ab5b4fb7be5,pos
CVE-2017-2670,https://github.com/undertow-io/undertow,9bfe9fbbb595d51157b61693f072895f7dbadd1d,pos
CVE-2014-0119,https://github.com/apache/tomcat,ebe5c16f18ce1559e8462a94b3876a98525980d2,pos
CVE-2015-6644,https://github.com/bcgit/bc-java,9bc10bbaa9620d691c58e2b37f31f0d31ceea61f,pos
CVE-2016-5641,https://github.com/swagger-api/swagger-codegen,9ee10e23977b39f4ad21445316f07271b01e02f1,pos
CVE-2018-11248,https://github.com/lingochamp/FileDownloader,ff240b883490a84744705f9b4165719d7633f902,pos
CVE-2018-11047,https://github.com/cloudfoundry/uaa,aba1fb5f18e0d628628b2d960fc6d0cc62d86f5,pos
CVE-2018-1000407,https://github.com/jenkinsci/jenkins,df87e12ddcfeafdba6e0de0e07b3e21f8473ece6,pos
CVE-2016-5641,https://github.com/swagger-api/swagger-codegen,c5724a46d6cbbed03d292a361b3a0d07d1a64dae,pos
CVE-2018-17193,https://github.com/apache/nifi,e62aa0252dfcf34dff0c3a9c51265b1d0f9dfc9f,pos
CVE-2016-8745,https://github.com/apache/tomcat,cbc9b18a845d3c8c053ac293dffda6c6c19dd92b,pos
CVE-2017-12634,https://github.com/apache/camel,573ebd3de810cc7e239f175e1d2d6993f1f2ad0,pos
CVE-2011-2526,https://github.com/apache/tomcat,48dded4ab1209a030770ab67a789d3b2528b6329,pos
CVE-2016-5641,https://github.com/swagger-api/swagger-codegen,07a852fe78ae71261f617200459e2cdf6529068f,pos
JAVAMELODY-631,https://github.com/javamelody/javamelody,dd8816863d8d943f819a3fa797c349236e7546d4,pos
ZEPPELIN-2769,https://github.com/apache/zeppelin,709c5a70a8f37277c9eea0a1c0c9195b5eb21a74,pos
CVE-2011-1475,https://github.com/apache/tomcat,fd8a579e0e2379a84826b11700adf396e4ed2041,pos
CVE-2017-12626,https://github.com/apache/poi,c7db66a30dfb6cbbd5812ff3ae4c90ed2d9b9a27,pos
CVE-2016-8744,https://github.com/apache/brooklyn-server,3ae4a4d156341a53e54a2fe07192f46b15763d06,pos
CVE-2017-14949,https://github.com/restlet/restlet-framework-java,fe75aff3af23b879b984db7a2b6824cee0ef0fc,pos
CVE-2012-2098,https://github.com/apache/commons-compress,1ce57d976c4f25fe99edcadf079840c278f3cb84,pos
