cve_id,repolink,commit_id,class
CVE-2016-0762,https://github.com/apache/tomcat70,970e615c7ade6ec6c341470bbc76aa1256353737,pos
CVE-2015-1836,https://github.com/apache/hbase,942e09b71eef5bd9fdb1c8711125c4bc1193bcdc,pos
CVE-2017-9804,https://github.com/apache/struts,a05259ed69a5a48379aa91650e4cd1cb4bd6e5a,pos
CVE-2013-1768,https://github.com/apache/openjpa,f4ca597b9a7000a88ad6bbe556283247e9f6bc14,pos
CVE-2017-7658,https://github.com/eclipse/jetty.project,a285deea42fcab60d9edcf994e458c238a348b55,pos
CVE-2017-15719,https://github.com/sebfz1/wicket-jquery-ui,8aebe1e49a71f10cdd6a073fd09d0d8d82352a0,pos
CVE-2018-12585,https://github.com/OPCFoundation/UA-Java,83fe7a9f9a510f35e3903bef907d22889f99b08b,pos
CVE-2018-17192,https://github.com/apache/nifi,dbf259508c2b8e176d8cb837177aaadbf44f0670,pos
CVE-2013-6429,https://github.com/spring-projects/spring-framework,7387cb990e35b0f1b573faf29d4f9ae183d7a5e,pos
CVE-2018-1322,https://github.com/apache/syncope,7b168c142b09c3b03e39f1449211e7ddf026a14,pos
CVE-2016-5641,https://github.com/swagger-api/swagger-codegen,cee45bc9aa0296b35170cb10b5132491c5dbdc88,pos
CVE-2018-11761,https://github.com/apache/tika,4e67928412ad56333d400f3728ecdb59d07d9d63,pos
CVE-2016-5018,https://github.com/apache/tomcat70,bc6df47f1a0d8a0e181680ee1b59e0fe45040830,pos
CVE-2013-4002,https://github.com/apache/xerces2-j,266e837852e0f0e3c8c1ad572b6fc4dbb4ded17,pos
CVE-2016-8629,https://github.com/keycloak/keycloak,a78cfa4b2ca979a1981fb371cfdf2c7212f7b6e2,pos
CVE-2017-1000243,https://github.com/jenkinsci/favorite-plugin,b6359532fe085d9ea6b7894e997e797806480777,pos
CVE-2017-12634,https://github.com/apache/camel,2ae645e90edff3bcc1b958cb53ddc5e60a7f49f,pos
CVE-2014-3574,https://github.com/apache/poi,07771c3d8c7204c14a7a597b4db04a7e828a956f,pos
CVE-2018-1325,https://github.com/sebfz1/wicket-jquery-ui,22e414d693e8ef679ac6da38107fbc118a63f00,pos
CVE-2014-8152,https://github.com/apache/santuario-java,55857fd4cdfdb1af4069170ecdac448c078f544e,pos
CVE-2018-8026,https://github.com/apache/lucene-solr,e5407c5a9710247e5f728aae36224a245a51f0b,pos
CVE-2016-6794,https://github.com/apache/tomcat,c1660182010b4255c21c874d69c124370a67784a,pos
CVE-2013-6397,https://github.com/apache/lucene-solr,da34b18cb3092df4972e2b6fa5178d1059923910,pos
CVE-2013-4221,https://github.com/restlet/restlet-framework-java,b85c2ef182c69c5e2e21df008ccb249ccf80c7b,pos
CVE-2018-17195,https://github.com/apache/nifi,246c090526143943557b15868db6e8fe3fb30cf6,pos
CVE-2017-9805,https://github.com/apache/struts,19494718865f2fb7da5ea363de3822f87fbda26,pos
CVE-2018-1273,https://github.com/spring-projects/spring-data-commons,b1a20ae1e82a63f99b3afc6f2aaedb3bf4dc432,pos
CVE-2018-8009,https://github.com/apache/hadoop,e3236a9680709de7a95ffbc11b20e1bdc95a860,pos
COLLECTIONS-580,https://github.com/apache/commons-collections,d9a00134f16d685bea11b2b12de824845e6473e3,pos
CVE-2013-7330,https://github.com/jenkinsci/jenkins,36342d71e29e0620f803a7470ce96c61761648d8,pos
CVE-2014-3682,https://github.com/kiegroup/jbpm-designer,5641588c730cc75dc3b76c34b76271fbd407fb8,pos
CVE-2016-1000345,https://github.com/bcgit/bc-java,21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35,pos
CVE-2018-1331,https://github.com/apache/storm,8ffa920d3894634aa078f0fdf6b02d270262caf,pos
CVE-2016-1000344,https://github.com/bcgit/bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,pos
CVE-2017-4973,https://github.com/cloudfoundry/uaa,5eb43757d5a3a2c9e7aae1ef3d0b9b7e2a38851e,pos
CVE-2018-17187,https://github.com/apache/qpid-proton-j,0cb8ca03cec42120dcfc434561592d89a89a805e,pos
CVE-2009-0038,https://github.com/apache/geronimo,aa0c2c26dde8930cad924796af7c17a13d236b16,pos
CVE-2012-0022,https://github.com/apache/tomcat55,b05497eff4311a9657de6dfc53511d0309eb9db4,pos
CVE-2011-5062,https://github.com/apache/tomcat,639e20992a66d7a42fb59c974db91c8a0f730a1e,pos
CVE-2014-0054,https://github.com/spring-projects/spring-framework,edba32b3093703d5e9ed42b5b8ec23ecc1998398,pos
CVE-2016-9879,https://github.com/spring-projects/spring-security,666e356ebc479194ba51e43bb99fc42f849b6175,pos
CVE-2015-5172,https://github.com/cloudfoundry/uaa,cd31cc397fe17389d95b83d6a9caa46eebc54faf,pos
CVE-2014-2061,https://github.com/jenkinsci/jenkins,bf539198564a1108b7b71a973bf7de963a6213ef,pos
CVE-2015-7521,https://github.com/apache/hive,98f933f269e6b528ef84912b3d701ca3272ec04b,pos
CVE-2017-7672,https://github.com/apache/struts,931df54ab379bf4eb5a625bf05066b8563c3737b,pos
CVE-2017-4973,https://github.com/cloudfoundry/uaa,9d44cb0c7c25ccae95bfa1c2d59ce46200c643cb,pos
CVE-2017-5647,https://github.com/apache/tomcat,864aa1199ad2cccc9a7e7c6b977f7d7f812c9910,pos
CVE-2013-0177,https://github.com/apache/ofbiz,914c5783c4e268e2584f9713e3784f848c494aa1,pos
CVE-2016-3674,https://github.com/x-stream/xstream,7c77ac0397a1f93c69d2776a13c31957f55d1647,pos
CVE-2016-6796,https://github.com/apache/tomcat70,1d69a4ddb363ee96b41337495eb7a263f2e01ff7,pos
CVE-2016-6797,https://github.com/apache/tomcat80,824c7dc781056442046db0ae34bcf1497f23f44c,pos
CVE-2014-0096,https://github.com/apache/tomcat,913d94b289e056107e521dbab8e79cc72a62a331,pos
CVE-2017-15719,https://github.com/sebfz1/wicket-jquery-ui,fa0ce80f8e92c28c801773ed7c28621ae98e872,pos
CVE-2014-0050,https://github.com/apache/commons-fileupload,c61ff05b3241cb14d989b67209e57aa71540417a,pos
HADOOP-15212,https://github.com/apache/hadoop,6ea2a9389e8bd1b5aa35d01c5b1556f892181f1,pos
CVE-2015-1833,https://github.com/apache/jackrabbit,ddf9a3cd408397d0805917299c4114b09449373d,pos
APACHE-AXIS2-5683,https://github.com/apache/axis2-java,1b560264151217dae8b34b6aa4dfff4f51377656,pos
