cve_id,repolink,commit_id,class
CVE-2018-1337,https://github.com/apache/directory-ldap-api,5faa6a71606a22a7503d401911875ec3a355cac,pos
CVE-2018-7489,https://github.com/FasterXML/jackson-databind,ddfddfba6414adbecaff99684ef66eebd3a92e92,pos
CVE-2013-2115,https://github.com/apache/struts,d7804297e319c7a12245e1b536e565fcea6d650,pos
CVE-2017-4960,https://github.com/cloudfoundry/uaa,78731f8aa37a53385d0194821a5356ab66e2138,pos
CVE-2017-5653,https://github.com/apache/cxf,fade9b81dabe27f864ca38e7b40f28fb44d6f165,pos
HADOOP-13105,https://github.com/apache/hadoop,e54f073cfe485842b57d0a52330b59df0b38cb2,pos
CVE-2016-3092,https://github.com/apache/tomcat85,2c3553f3681baf775c50bb0b49ea61cb44ea914f,pos
CVE-2014-3527,https://github.com/spring-projects/spring-security,934937d9c1dc20c396b96c08310b72cfa627acb,pos
CVE-2018-1000105,https://github.com/jenkinsci/gerrit-trigger-plugin,a222f2d9d1bca3422e6a462a7f587ae325455b80,pos
CVE-2008-1947,https://github.com/apache/tomcat,49c71fc59c1b8f8da77aea9eb53e61db168aebab,pos
CVE-2016-0818,https://android.googlesource.com/platform//external/conscrypt,4c9f9c2201116acf790fca25af43995d29980ee0,pos
CVE-2014-0110,https://github.com/apache/cxf,8f4799b5bc5ed0fe62d6e018c45d960e3652373e,pos
CVE-2015-1831,https://github.com/apache/struts,d832747d647df343ed07a58b1b5e540a05a4d51b,pos
CVE-2016-3088,https://github.com/apache/activemq,3dd86d04e8b90ba309819317d19e7260d414d9e7,pos
CVE-2013-6372,https://github.com/jenkinsci/subversion-plugin,7d4562d6f7e40de04bbe29577b51c79f07d05ba6,pos
CVE-2017-7660,https://github.com/apache/lucene-solr,e3b0cfff396a7f92a4f621d598780116da916f3,pos
CVE-2016-6814,https://github.com/apache/groovy,4df8b652aa018a5d5d1cda8fba938bf3422db31c,pos
CVE-2018-8016,https://github.com/beobal/cassandra,28ee665b3c0c9238b61a871064f024d54cddcc79,pos
CVE-2014-0099,https://github.com/apache/tomcat,fffd63a3bd3a5475379b7c074820a5463b7663b3,pos
CVE-2017-3159,https://github.com/apache/camel,dcb5a74a3987d2264ad195c7844bbb6c81216610,pos
CVE-2016-6801,https://github.com/apache/jackrabbit,f0bd17956647cf09cc898d30e7d58221ef409bca,pos
CVE-2012-0022,https://github.com/apache/tomcat70,233dcc857e0faf8bc94325be5fb287aa70ee944f,pos
CVE-2017-1000487,https://github.com/codehaus-plexus/plexus-utils,b38a1b3a4352303e4312b2bb601a0d7ec6e28f41,pos
CVE-2018-1331,https://github.com/apache/storm,22a962073c5f12dc5ab281a15d93eb5efc31ab6,pos
